Cidade;UF;Longitude;Latitude
Tuntum;MA;-44.644367;-5.254761
Colinas;MA;-44.254345;-6.031986
Jatobá;MA;-44.215325;-5.822821
São Domingos do Maranhão;MA;-44.382195;-5.580953
Santa Filomena do Maranhão;MA;-44.563763;-5.496706
Presidente Dutra;MA;-44.494980;-5.289801
Graça Aranha;MA;-44.335816;-5.405468
Fortuna;MA;-44.156496;-5.727921
Governador Eugênio Barros;MA;-44.246901;-5.318973
Governador Luiz Rocha;MA;-44.077433;-5.478353
Senador Alexandre Costa;MA;-44.053347;-5.250956
São Raimundo do Doca Bezerra;MA;-45.069554;-5.110532
São Roberto;MA;-45.000992;-5.023096
Bom Lugar;MA;-45.032650;-4.373113
Lago do Junco;MA;-45.049001;-4.609000
Bernardo do Mearim;MA;-44.760753;-4.626663
Trizidela do Vale;MA;-44.628000;-4.538000
Pedreiras;MA;-44.600637;-4.564817
Bacabal;MA;-44.783183;-4.224467
São Luís Gonzaga do Maranhão;MA;-44.665404;-4.385409
Dom Pedro;MA;-44.440883;-5.035182
Santo Antônio dos Lopes;MA;-44.365278;-4.866134
Capinzal do Norte;MA;-44.328045;-4.723603
Gonçalves Dias;MA;-44.301351;-5.147501
São João do Arraial;PI;-42.445860;-3.818597
Esperantina;PI;-42.232422;-3.888631
Morro do Chapéu do Piauí;PI;-42.302442;-3.733374
Batalha;PI;-42.078680;-4.022300
Joca Marques;PI;-42.425517;-3.480399
Luzilândia;PI;-42.371757;-3.468296
Itanhém;BA;-40.332139;-17.164207
Jucuruçu;BA;-40.164074;-16.848752
Vereda;BA;-40.097368;-17.218256
Conceição da Barra;ES;-39.736199;-18.588306
Mucuri;BA;-39.556467;-18.075392
Nova Viçosa;BA;-39.374331;-17.892648
Teixeira de Freitas;BA;-39.739962;-17.539915
Itamaraju;BA;-39.538569;-17.037820
Caravelas;BA;-39.259679;-17.726839
Alcobaça;BA;-39.203609;-17.519468
Prado;BA;-39.222721;-17.336357
Firminópolis;GO;-50.304007;-16.577780
Turvânia;GO;-50.136894;-16.612535
São Luíz do Norte;GO;-49.328495;-14.860804
Senador Canedo;GO;-49.091398;-16.708401
Nerópolis;GO;-49.222708;-16.404708
Goianápolis;GO;-49.023435;-16.509768
Terezópolis de Goiás;GO;-49.079695;-16.394529
Caldazinha;GO;-49.001260;-16.711665
Bonfinópolis;GO;-48.961570;-16.617271
Anápolis;GO;-48.952958;-16.328095
Ouro Verde de Goiás;GO;-49.194154;-16.218107
São Francisco de Goiás;GO;-49.260519;-15.925646
Pirenópolis;GO;-48.958430;-15.850700
Corumbá de Goiás;GO;-48.811706;-15.924473
Cocalzinho de Goiás;GO;-48.774742;-15.791438
Leopoldo de Bulhões;GO;-48.742755;-16.619048
Silvânia;GO;-48.608326;-16.659972
Carutapera;MA;-46.008547;-1.196957
Santo Antônio do Jacinto;MG;-40.181741;-16.533206
Jacinto;MG;-40.294991;-16.142756
Santa Maria do Salto;MG;-40.151164;-16.247895
Itapitanga;BA;-39.565654;-14.413932
Gongogi;BA;-39.468990;-14.319481
Ubatã;BA;-39.520696;-14.206336
Aurelino Leal;BA;-39.329035;-14.320954
Ubaitaba;BA;-39.322166;-14.302971
Ibirapitanga;BA;-39.378737;-14.164898
Ipiaú;BA;-39.735252;-14.122630
Ibirataia;BA;-39.645935;-14.064316
Apuarema;BA;-39.750148;-13.854241
Itamari;BA;-39.682959;-13.778192
Nova Ibiá;BA;-39.618174;-13.811995
Gandu;BA;-39.474651;-13.744101
Wenceslau Guimarães;BA;-39.476178;-13.690825
Piraí do Norte;BA;-39.383592;-13.758962
Nossa Senhora das Dores;SE;-37.196285;-10.485360
Cumbe;SE;-37.184622;-10.351979
Gracho Cardoso;SE;-37.200559;-10.225233
Aquidabã;SE;-37.014768;-10.278043
Itabi;SE;-37.105558;-10.124808
Canhoba;SE;-36.980639;-10.136465
Nossa Senhora de Lourdes;SE;-37.061528;-10.077168
Gararu;SE;-37.086921;-9.972202
Traipu;AL;-37.007119;-9.962625
Muribeca;SE;-36.958820;-10.427146
Malhada dos Bois;SE;-36.925188;-10.341837
São Francisco;SE;-36.886907;-10.344151
Cedro de São João;SE;-36.885641;-10.253441
Japoatã;SE;-36.804504;-10.347719
Amparo de São Francisco;SE;-36.934993;-10.134842
Telha;SE;-36.881778;-10.206424
Propriá;SE;-36.844153;-10.213773
Porto Real do Colégio;AL;-36.837551;-10.184890
Trairi;CE;-39.268126;-3.269323
São Gonçalo do Amarante;CE;-38.972646;-3.605149
Paracuru;CE;-39.030028;-3.414360
Guaiúba;CE;-38.640372;-4.040571
Pacatuba;CE;-38.618296;-3.978396
Maranguape;CE;-38.682911;-3.891432
Maracanaú;CE;-38.625901;-3.866990
Caucaia;CE;-38.661931;-3.727966
Horizonte;CE;-38.470674;-4.120896
Pacajus;CE;-38.464988;-4.171073
Itaitinga;CE;-38.529763;-3.965768
Pindoretama;CE;-38.306118;-4.015839
Eusébio;CE;-38.455875;-3.892501
Aquiraz;CE;-38.389563;-3.899293
Cascavel;CE;-38.241178;-4.129666
Beberibe;CE;-38.127075;-4.177415
Custódia;PE;-37.644280;-8.085460
Sertânia;PE;-37.268393;-8.068467
Mamanguape;PB;-35.121316;-6.833698
Lucena;PB;-34.874769;-6.902578
Cabedelo;PB;-34.828409;-6.987314
Rio Tinto;PB;-35.077569;-6.803828
Marcação;PB;-35.008661;-6.765350
Mataraca;PB;-35.053080;-6.596730
Baía da Traição;PB;-34.938060;-6.692086
Vila Flor;RN;-35.067023;-6.312868
Baía Formosa;RN;-35.003270;-6.371607
Januário Cicco;RN;-35.596566;-6.154793
Serrinha;RN;-35.500038;-6.281811
Lagoa Salgada;RN;-35.472394;-6.122954
Lagoa de Pedras;RN;-35.429888;-6.150815
Vera Cruz;RN;-35.427979;-6.043989
São Pedro;RN;-35.631687;-5.905588
Bom Jesus;RN;-35.579196;-5.986479
Ielmo Marinho;RN;-35.549952;-5.824469
Passagem;RN;-35.370037;-6.272684
Brejinho;RN;-35.359113;-6.185662
Monte Alegre;RN;-35.325337;-6.070630
Goianinha;RN;-35.194289;-6.264864
Arês;RN;-35.160823;-6.188310
São José de Mipibu;RN;-35.241692;-6.077303
Nísia Floresta;RN;-35.199130;-6.093288
Senador Georgino Avelino;RN;-35.129912;-6.157598
Parnamirim;RN;-35.271000;-5.911156
Macaíba;RN;-35.355184;-5.852295
São Gonçalo do Amarante;RN;-35.325729;-5.790682
Taipu;RN;-35.591800;-5.630576
Ceará-Mirim;RN;-35.419741;-5.640061
Pureza;RN;-35.555374;-5.463933
Extremoz;RN;-35.304840;-5.701433
Maxaranguape;RN;-35.263082;-5.521809
Rio do Fogo;RN;-35.379437;-5.276498
Tibau do Sul;RN;-35.086620;-6.191760
São Miguel do Gostoso;RN;-35.641429;-5.125882
Formoso;MG;-46.237075;-14.944633
Sítio d'Abadia;GO;-46.250628;-14.799240
Colinas do Sul;GO;-48.075988;-14.152816
Alto Paraíso de Goiás;GO;-47.510016;-14.130478
Cavalcante;GO;-47.456590;-13.797564
Teresina de Goiás;GO;-47.265896;-13.780056
Minaçu;GO;-48.220580;-13.530413
Paranã;TO;-47.873378;-12.616747
Alvorada;TO;-49.124926;-12.478465
Figueirópolis;TO;-49.174771;-12.131175
Cariri do Tocantins;TO;-49.160876;-11.888081
Gurupi;TO;-49.068046;-11.727940
Sucupira;TO;-48.968510;-11.993034
Peixe;TO;-48.539508;-12.025425
São Valério da Natividade;TO;-48.235315;-11.974315
Dueré;TO;-49.271566;-11.341631
Aliança do Tocantins;TO;-48.936097;-11.305565
Crixás do Tocantins;TO;-48.915194;-11.099375
Currais;PI;-44.406194;-9.011755
Santa Luz;PI;-44.129567;-8.948795
Cristino Castro;PI;-44.222972;-8.822731
Palmeira do Piauí;PI;-44.246618;-8.730761
Brejolândia;BA;-43.967855;-12.481547
Wanderley;BA;-43.895787;-12.114375
Muquém de São Francisco;BA;-43.543808;-12.063376
Ibotirama;BA;-43.216690;-12.177876
Morpará;BA;-43.276566;-11.556892
Buritirama;BA;-43.630231;-10.717055
Barra;BA;-43.145913;-11.085900
Oliveira dos Brejinhos;BA;-42.896872;-12.313183
Brotas de Macaúbas;BA;-42.632609;-11.991452
Ipupiara;BA;-42.617913;-11.821881
Ibipeba;BA;-42.019515;-11.643775
Ibititá;BA;-41.974810;-11.541426
Gentio do Ouro;BA;-42.507652;-11.434233
Xique-Xique;BA;-42.724545;-10.822960
Itaguaçu da Bahia;BA;-42.399671;-11.014672
Uibaí;BA;-42.135381;-11.339420
Presidente Dutra;BA;-41.984341;-11.292345
Central;BA;-42.111625;-11.137576
Itinga;MG;-41.767194;-16.609972
Comercinho;MG;-41.794536;-16.296258
Ponto dos Volantes;MG;-41.502477;-16.747314
Itaobim;MG;-41.501692;-16.557070
Santa Cruz de Salinas;MG;-41.741767;-16.096717
Cristalândia;TO;-49.194202;-10.598480
Santa Rita do Tocantins;TO;-48.916113;-10.861724
Fátima;TO;-48.907583;-10.760259
Oliveira de Fátima;TO;-48.908610;-10.706956
Nova Rosalândia;TO;-48.912477;-10.565102
Ipueiras;TO;-48.460024;-11.232900
Brejinho de Nazaré;TO;-48.568278;-11.005754
Porto Nacional;TO;-48.408008;-10.702705
Marianópolis do Tocantins;TO;-49.655260;-9.793768
Caseara;TO;-49.952123;-9.276121
Santa Maria das Barreiras;PA;-49.721472;-8.857838
Araguacema;TO;-49.556886;-8.807547
Pium;TO;-49.187619;-10.442025
Chapada de Areia;TO;-49.140277;-10.141933
Pugmil;TO;-48.895738;-10.424047
Monte Santo do Tocantins;TO;-48.994080;-10.007470
Paraíso do Tocantins;TO;-48.882269;-10.174998
Divinópolis do Tocantins;TO;-49.216849;-9.800181
Abreulândia;TO;-49.151845;-9.621015
Barrolândia;TO;-48.725203;-9.834042
Miranorte;TO;-48.592222;-9.529068
Lajeado;TO;-48.356482;-9.749956
Miracema do Tocantins;TO;-48.392980;-9.565556
Tocantínia;TO;-48.374104;-9.563198
Dois Irmãos do Tocantins;TO;-49.063756;-9.255336
Goianorte;TO;-48.931291;-8.774126
Colméia;TO;-48.763753;-8.724627
Pequizeiro;TO;-48.932690;-8.593204
Rio dos Bois;TO;-48.524518;-9.344254
Fortaleza do Tabocão;TO;-48.520563;-9.056106
Guaraí;TO;-48.511432;-8.835429
Itaporã do Tocantins;TO;-48.689481;-8.571722
Presidente Kennedy;TO;-48.506232;-8.540599
Brasilândia do Tocantins;TO;-48.482213;-8.389182
Natividade;TO;-47.722344;-11.703428
Chapada da Natividade;TO;-47.748614;-11.617507
Conceição do Tocantins;TO;-47.295103;-12.220874
Santa Rosa do Tocantins;TO;-48.121627;-11.447392
Silvanópolis;TO;-48.169370;-11.147099
Monte do Carmo;TO;-48.111426;-10.761054
Pindorama do Tocantins;TO;-47.572630;-11.131074
Ponte Alta do Tocantins;TO;-47.527577;-10.748118
Taipas do Tocantins;TO;-46.979681;-12.187341
Almas;TO;-47.179197;-11.570553
Porto Alegre do Tocantins;TO;-47.062126;-11.617970
Dianópolis;TO;-46.819787;-11.624008
Taguatinga;TO;-46.436967;-12.402630
Ponte Alta do Bom Jesus;TO;-46.482541;-12.085297
Novo Jardim;TO;-46.632471;-11.825965
Rio da Conceição;TO;-46.884664;-11.394863
Mateiros;TO;-46.416758;-10.546379
Santa Tereza do Tocantins;TO;-47.803285;-10.274621
Aparecida do Rio Negro;TO;-47.963753;-9.941386
Lagoa do Tocantins;TO;-47.537979;-10.367977
Novo Acordo;TO;-47.678533;-9.970633
Tupirama;TO;-48.188324;-8.971676
Pedro Afonso;TO;-48.172942;-8.970341
Bom Jesus do Tocantins;TO;-48.165043;-8.963060
Rio Sono;TO;-47.887968;-9.350020
Tupiratins;TO;-48.127744;-8.393880
Pintópolis;MG;-45.140170;-16.057205
Chapada Gaúcha;MG;-45.611616;-15.301373
Ponto Chique;MG;-45.058770;-16.628233
São Romão;MG;-45.074890;-16.364118
Campo Azul;MG;-44.809624;-16.502805
Ubaí;MG;-44.778251;-16.288505
Icaraí de Minas;MG;-44.903359;-16.213968
São Francisco;MG;-44.859284;-15.951449
Luislândia;MG;-44.588579;-16.109483
São João do Pacuí;MG;-44.513355;-16.537314
Coração de Jesus;MG;-44.363517;-16.684067
Mirabela;MG;-44.160208;-16.256022
Brasília de Minas;MG;-44.429897;-16.210382
Matias Cardoso;MG;-43.914565;-14.856304
Manga;MG;-43.939053;-14.752892
Pai Pedro;MG;-43.070006;-15.527099
Gameleiras;MG;-43.124982;-15.082855
Grão Mogol;MG;-42.892306;-16.566232
Cristália;MG;-42.857120;-16.716014
Josenópolis;MG;-42.515056;-16.541697
Padre Carvalho;MG;-42.508759;-16.364644
Serranópolis de Minas;MG;-42.873156;-15.817567
Fruta de Leite;MG;-42.528772;-16.122458
Bonito de Minas;MG;-44.754267;-15.323129
Pedras de Maria da Cruz;MG;-44.391046;-15.603244
Januária;MG;-44.363889;-15.480154
Cônego Marinho;MG;-44.418059;-15.289172
Ibiracatu;MG;-44.166707;-15.660525
Miravânia;MG;-44.409243;-14.734772
Itacarambi;MG;-44.095005;-15.089028
São João das Missões;MG;-44.092201;-14.885852
Mambaí;GO;-46.116491;-14.482291
Montalvânia;MG;-44.371881;-14.419689
Cocos;BA;-44.535220;-14.181360
Feira da Mata;BA;-44.274424;-14.204405
Juvenília;MG;-44.159656;-14.266238
Coribe;BA;-44.458593;-13.823216
Correntina;BA;-44.633335;-13.347674
Jaborandi;BA;-44.425537;-13.607082
Santa Maria da Vitória;BA;-44.201057;-13.385867
São Félix do Coribe;BA;-44.183708;-13.401883
Canápolis;BA;-44.200949;-13.072454
Santana;BA;-44.050640;-12.979217
Montes Claros;MG;-43.857809;-16.728177
Capitão Enéas;MG;-43.708443;-16.326540
São João da Ponte;MG;-44.009612;-15.927088
Francisco Sá;MG;-43.489615;-16.482729
Janaúba;MG;-43.313168;-15.802228
Nova Porteirinha;MG;-43.294148;-15.799291
Riacho dos Machados;MG;-43.048796;-16.009131
Porteirinha;MG;-43.028090;-15.740420
Rubelita;MG;-42.261042;-16.405270
Coronel Murta;MG;-42.183952;-16.614847
Novorizonte;MG;-42.404433;-16.016214
Salinas;MG;-42.296406;-16.175265
Tanque Novo;BA;-42.493412;-13.548509
Botuporã;BA;-42.516301;-13.377235
Cametá;PA;-49.497885;-2.242949
Goianésia do Pará;PA;-49.097385;-3.843384
Aurora do Pará;PA;-47.567712;-2.148976
São João do Carú;MA;-46.250694;-3.550305
Nova Esperança do Piriá;PA;-46.973150;-2.266925
Joselândia;MA;-44.695834;-4.986111
São José dos Basílios;MA;-44.580937;-5.054931
Esperantinópolis;MA;-44.692649;-4.879378
Lago dos Rodrigues;MA;-44.979763;-4.611735
Poção de Pedras;MA;-44.943199;-4.746260
Igarapé Grande;MA;-44.855833;-4.662500
Taiobeiras;MG;-42.225944;-15.810619
Catuti;MG;-42.962704;-15.361574
Mato Verde;MG;-42.859984;-15.394396
Rio Pardo de Minas;MG;-42.540500;-15.616028
Santo Antônio do Retiro;MG;-42.617092;-15.339271
Monte Azul;MG;-42.871768;-15.151362
Mamonas;MG;-42.946858;-15.047941
Espinosa;MG;-42.809015;-14.924948
Montezuma;MG;-42.494074;-15.170233
Urandi;BA;-42.649766;-14.767799
Licínio de Almeida;BA;-42.509527;-14.684215
Vargem Grande do Rio Pardo;MG;-42.308507;-15.398737
Indaiabira;MG;-42.200514;-15.491056
São João do Paraíso;MG;-42.021342;-15.316799
Mortugaba;BA;-42.372663;-15.022454
Jacaraci;BA;-42.432878;-14.854090
Condeúba;BA;-41.971829;-14.902227
Malhada;BA;-43.768634;-14.337134
Carinhanha;BA;-43.772349;-14.298524
Iuiú;BA;-43.559547;-14.405424
Palmas de Monte Alto;BA;-43.160860;-14.267562
Serra do Ramalho;BA;-43.592907;-13.565889
Serra Dourada;BA;-43.950434;-12.759004
Tabocas do Brejo Velho;BA;-44.007449;-12.702634
Bom Jesus da Lapa;BA;-43.410754;-13.250571
Sítio do Mato;BA;-43.468921;-13.080149
Paratinga;BA;-43.179794;-12.686974
Rio do Antônio;BA;-42.072103;-14.407144
Lagoa Real;BA;-42.132764;-14.033443
Riacho de Santana;BA;-42.939675;-13.605941
Boquira;BA;-42.732354;-12.820536
Macaúbas;BA;-42.694515;-13.018601
Ibipitanga;BA;-42.485568;-12.880435
Paramirim;BA;-42.239502;-13.438849
Caturama;BA;-42.290385;-13.323938
Rio do Pires;BA;-42.290166;-13.118530
Érico Cardoso;BA;-42.135200;-13.421467
Ibitiara;BA;-42.217946;-12.650181
Novo Horizonte;BA;-42.168172;-12.808318
Formosa do Rio Preto;BA;-45.192980;-11.032812
Cristalândia do Piauí;PI;-45.189262;-10.644311
São Desidério;BA;-44.976881;-12.357196
Barreiras;BA;-44.996838;-12.143864
Catolândia;BA;-44.864808;-12.310013
Riachão das Neves;BA;-44.914259;-11.750755
Angical;BA;-44.700272;-12.006313
Baianópolis;BA;-44.538829;-12.301641
Cristópolis;BA;-44.421358;-12.224899
Cotegipe;BA;-44.256559;-12.022761
Sebastião Barros;PI;-44.833718;-10.816978
Santa Rita de Cássia;BA;-44.525496;-11.006253
Mansidão;BA;-44.042798;-10.722707
Corrente;PI;-45.163348;-10.433349
São Gonçalo do Gurguéia;PI;-45.309219;-10.031950
Barreiras do Piauí;PI;-45.470172;-9.929605
Gilbués;PI;-45.342267;-9.830008
Monte Alegre do Piauí;PI;-45.303735;-9.753638
Santa Filomena;PI;-45.911607;-9.112278
Alto Parnaíba;MA;-45.930328;-9.102733
Tasso Fragoso;MA;-45.753647;-8.466203
Riacho Frio;PI;-44.950326;-10.124378
Parnaguá;PI;-44.630018;-10.216642
Redenção do Gurguéia;PI;-44.581145;-9.479368
Júlio Borges;PI;-44.238142;-10.322530
Curimatá;PI;-44.300200;-10.032608
Bom Jesus;PI;-44.358951;-9.071239
Jussara;BA;-41.970235;-11.043084
Avelino Lopes;PI;-43.956305;-10.134487
Morro Cabeça no Tempo;PI;-43.907246;-9.718905
Campo Alegre de Lourdes;BA;-43.012580;-9.522212
Guaribas;PI;-43.694341;-9.386465
Alvorada do Gurguéia;PI;-43.777016;-8.424183
Caracol;PI;-43.328998;-9.279333
Jurema;PI;-43.133676;-9.219924
Anísio de Abreu;PI;-43.049410;-9.185643
São Braz do Piauí;PI;-43.007646;-9.057967
Pilão Arcado;BA;-42.493607;-10.005079
Fartura do Piauí;PI;-42.791176;-9.483420
Remanso;BA;-42.084839;-9.619440
Várzea Branca;PI;-42.969221;-9.238003
Bonfim do Piauí;PI;-42.886482;-9.160502
São Raimundo Nonato;PI;-42.698659;-9.012412
São Lourenço do Piauí;PI;-42.549552;-9.164633
Tamboril do Piauí;PI;-42.921107;-8.409369
Coronel José Dias;PI;-42.523195;-8.813971
Dirceu Arcoverde;PI;-42.434792;-9.339386
Dom Inocêncio;PI;-41.969733;-9.005158
João Costa;PI;-42.426379;-8.507360
Redenção;PA;-50.031687;-8.025294
Pau D'Arco;PA;-50.044000;-7.833916
Floresta do Araguaia;PA;-49.712495;-7.553346
Pau D'Arco;TO;-49.366971;-7.539191
Rio Maria;PA;-50.037875;-7.312358
Xinguara;PA;-49.943672;-7.098301
Sapucaia;PA;-49.683408;-6.940181
Conceição do Araguaia;PA;-49.268913;-8.261356
Couto Magalhães;TO;-49.246647;-8.282820
Juarina;TO;-49.064347;-8.119507
Bernardo Sayão;TO;-48.889273;-7.874812
Arapoema;TO;-49.063702;-7.654634
Colinas do Tocantins;TO;-48.475728;-8.057640
Bandeirantes do Tocantins;TO;-48.583567;-7.756125
Nova Olinda;TO;-48.425232;-7.631712
Piçarra;PA;-48.871633;-6.437783
Santa Fé do Araguaia;TO;-48.716462;-7.158034
Muricilândia;TO;-48.609135;-7.146690
Aragominas;TO;-48.529096;-7.160051
Carmolândia;TO;-48.397809;-7.032616
Araguanã;TO;-48.639542;-6.582247
São Geraldo do Araguaia;PA;-48.559169;-6.394715
Xambioá;TO;-48.531974;-6.414104
Piraquê;TO;-48.295796;-6.773020
Parauapebas;PA;-49.903733;-6.067812
Curionópolis;PA;-49.606795;-6.099654
Eldorado dos Carajás;PA;-49.355261;-6.103891
Novo Repartimento;PA;-49.949928;-4.247492
Itupiranga;PA;-49.335849;-5.132716
Marabá;PA;-49.132672;-5.380750
São João do Araguaia;PA;-48.792637;-5.363336
Goiatins;TO;-47.325189;-7.714780
Araguaína;TO;-48.204402;-7.192375
Babaçulândia;TO;-47.761257;-7.209227
Wanderlândia;TO;-47.960140;-6.852742
Riachinho;TO;-48.137056;-6.440054
Ananás;TO;-48.073466;-6.364369
Darcinópolis;TO;-47.759709;-6.715912
Angico;TO;-47.861142;-6.391789
Filadélfia;TO;-47.495446;-7.335011
Carolina;MA;-47.463422;-7.335839
Aguiarnópolis;TO;-47.470222;-6.554087
Santa Terezinha do Tocantins;TO;-47.668393;-6.444380
Nazaré;TO;-47.664299;-6.374960
Estreito;MA;-47.443072;-6.560775
Tocantinópolis;TO;-47.422400;-6.324474
Porto Franco;MA;-47.396188;-6.341490
Campos Lindos;TO;-46.864473;-7.989563
Riachão;MA;-46.622528;-7.358189
Feira Nova do Maranhão;MA;-46.678577;-6.965082
São João do Paraíso;MA;-47.059355;-6.456341
São Pedro dos Crentes;MA;-46.531864;-6.823889
Nova Colinas;MA;-46.260668;-7.122628
Fortaleza dos Nogueiras;MA;-46.174893;-6.959826
Formosa da Serra Negra;MA;-46.191583;-6.440173
São Bento do Tocantins;TO;-47.901161;-6.025802
Luzinópolis;TO;-47.858155;-6.177935
Cachoeirinha;TO;-47.923399;-6.115596
Araguatins;TO;-48.123198;-5.646591
Buriti do Tocantins;TO;-48.227134;-5.314483
São Sebastião do Tocantins;TO;-48.202105;-5.261311
Carrasco Bonito;TO;-48.031416;-5.314152
Canaã dos Carajás;PA;-49.877612;-6.496594
Axixá do Tocantins;TO;-47.770070;-5.612747
Augustinópolis;TO;-47.886266;-5.468629
Sampaio;TO;-47.878184;-5.354233
Praia Norte;TO;-47.811144;-5.392812
Maurilândia do Tocantins;TO;-47.512492;-5.951688
Itaguatins;TO;-47.486410;-5.772667
Campestre do Maranhão;MA;-47.362468;-6.170747
Ribamar Fiquene;MA;-47.388777;-5.930666
Sítio Novo do Tocantins;TO;-47.638090;-5.601205
São Miguel do Tocantins;TO;-47.574288;-5.563051
Imperatriz;MA;-47.477726;-5.518471
Governador Edison Lobão;MA;-47.364593;-5.749727
Davinópolis;MA;-47.421665;-5.546372
João Lisboa;MA;-47.406388;-5.443630
Senador La Rocque;MA;-47.295941;-5.446098
Vila Nova dos Martírios;MA;-48.133611;-5.188890
Rondon do Pará;PA;-48.066966;-4.777927
Cidelândia;MA;-47.778145;-5.174655
Açailândia;MA;-47.500383;-4.947137
São Francisco do Brejão;MA;-47.389018;-5.125844
Itinga do Maranhão;MA;-47.523507;-4.452925
Dom Eliseu;PA;-47.505688;-4.283786
Lajeado Novo;MA;-47.029292;-6.185385
Montes Altos;MA;-47.067294;-5.830665
Sítio Novo;MA;-46.703329;-5.876006
Buritirana;MA;-47.013088;-5.598233
Amarante do Maranhão;MA;-46.747284;-5.569130
Grajaú;MA;-46.146233;-5.813670
Bom Jesus das Selvas;MA;-46.864118;-4.476382
Buriticupu;MA;-46.440883;-4.323755
Tucuruí;PA;-49.677336;-3.765702
Breu Branco;PA;-49.573459;-3.771908
Baião;PA;-49.669443;-2.790212
Mocajuba;PA;-49.504224;-2.583098
Tailândia;PA;-48.948873;-2.945839
Bagre;PA;-50.198690;-1.900565
Oeiras do Pará;PA;-49.862792;-2.003576
Curralinho;PA;-49.795227;-1.811793
Limoeiro do Ajuru;PA;-49.390308;-1.898498
São Sebastião da Boa Vista;PA;-49.524893;-1.715972
Anajás;PA;-49.935400;-0.996811
Chaves;PA;-49.987006;-0.164154
Igarapé-Miri;PA;-48.957453;-1.975326
Moju;PA;-48.766765;-1.889926
Abaetetuba;PA;-48.878843;-1.721828
Muaná;PA;-49.222378;-1.539359
Ponta de Pedras;PA;-48.866073;-1.395873
Barcarena;PA;-48.619529;-1.511872
Ananindeua;PA;-48.374298;-1.363914
Marituba;PA;-48.342064;-1.360020
Benevides;PA;-48.243408;-1.361829
Santa Bárbara do Pará;PA;-48.295101;-1.226144
Santa Cruz do Arari;PA;-49.177139;-0.661019
Cachoeira do Arari;PA;-48.950290;-1.012259
Salvaterra;PA;-48.513921;-0.758444
Soure;PA;-48.501536;-0.730320
Colares;PA;-48.280254;-0.936423
Ulianópolis;PA;-47.489239;-3.750074
Tomé-Açu;PA;-48.154100;-2.418028
Paragominas;PA;-47.352692;-3.002116
Ipixuna do Pará;PA;-47.505911;-2.559921
Acará;PA;-48.198513;-1.953833
Concórdia do Pará;PA;-47.942204;-1.992375
São Domingos do Capim;PA;-47.766460;-1.687684
Bujaru;PA;-48.038063;-1.517616
Santa Isabel do Pará;PA;-48.156622;-1.297847
Santo Antônio do Tauá;PA;-48.131446;-1.152200
Inhangapi;PA;-47.911393;-1.434897
Castanhal;PA;-47.916742;-1.297971
São Francisco do Pará;PA;-47.791676;-1.169632
Mãe do Rio;PA;-47.560144;-2.056833
São Miguel do Guamá;PA;-47.478382;-1.613072
Irituia;PA;-47.445997;-1.769842
Santa Maria do Pará;PA;-47.571166;-1.353918
Igarapé-Açu;PA;-47.617409;-1.136139
Bonito;PA;-47.306572;-1.367451
Nova Timboteua;PA;-47.392062;-1.208740
Peixe-Boi;PA;-47.324031;-1.193824
Vigia;PA;-48.138649;-0.861194
São Caetano de Odivelas;PA;-48.024622;-0.747293
Terra Alta;PA;-47.900433;-1.029627
São João da Ponta;PA;-47.918022;-0.857885
Curuçá;PA;-47.851480;-0.733214
